,Date,Vaar,Sunrise,SunSet,Moonrise,Masa,Paksha,Tithi,Nakshatra,Yoga,Sun,Moon,SuryaNakshatra,TamilYoga,AnandadiYoga,Rahukala_Start,Rahukala_end,Yamaganda_Start,Yamaganda_end,Gulikai_Start,Gulikai_end
0,43831,Wed,24305,65291,40651,Pausha,Shukla,Shashthi,P.Bhadrapada,Vyatipata,Dhanus,Mina,P.shadha,Amrita,Padma,44798,49921,29428,34551,39675,44798
1,43832,Thu,24328,65325,42877,Pausha,Shukla,Saptami,U.Bhadrapada,Variyan,Dhanus,Mina,P.shadha,Siddha,Chatra,49951,55076,24328,29453,34577,39702
2,43833,Fri,24351,65358,45066,Pausha,Shukla,Ashtami,U.Bhadrapada,Parigha,Dhanus,Mina,P.shadha,Siddha,Dhawaja,39729,44855,55106,60232,29477,34603
3,43834,Sat,24373,65392,47280,Pausha,Shukla,Navami,Revati,Shiva,Dhanus,Mesha,P.shadha,Marana,Dhaatru,34628,39755,50010,55137,24373,29500
4,43835,Sun,24394,65426,49586,Pausha,Shukla,Dashami,Ashvini,Siddha,Dhanus,Mesha,P.shadha,Siddha,Ananda,60297,65426,44910,50039,55168,60297
5,43836,Mon,24414,65459,52048,Pausha,Shukla,Ekadashi,Bharani,Sadhya,Dhanus,Vrishabha,P.shadha,Siddha,Chara,29545,34675,39806,44937,50067,55198
6,43837,Tue,24433,65493,54732,Pausha,Shukla,Dvadashi,Krittika,Shubha,Dhanus,Vrishabha,P.shadha,Siddha,Gadha,55228,60360,34698,39831,44963,50095
7,43838,Wed,24452,65526,57688,Pausha,Shukla,Trayodashi,Rohini,Shukla,Dhanus,Vrishabha,P.shadha,Siddha,Subha,44989,50123,29586,34720,39855,44989
8,43839,Thu,24469,65560,60934,Pausha,Shukla,Chaturdashi,Mrigashirsha,Brahma,Dhanus,Mithuna,P.shadha,Marana,Mrutyu,50151,55287,24469,29605,34742,39878
9,43840,Fri,24485,65593,64436,Pausha,Shukla,Purnima,Aardra,Aindra,Dhanus,Mithuna,P.shadha,Siddha,Padma,39901,45039,55316,60454,29624,34762
10,43841,Sat,24501,65626,68102,Pausha,Krishna,Prathama,Punarvasu,Vaidhriti,Dhanus,Karka,P.shadha,Siddha,Chatra,34782,39923,50204,55345,24501,29642
11,43842,Sun,24515,65659,71812,Pausha,Krishna,Dvitiiya,Pushya,Vishkambha,Dhanus,Karka,U.shada,Siddha,Sreevatsa,60516,65659,45087,50230,55373,60516
12,43843,Mon,24529,65692,75462,Pausha,Krishna,Tritiiya,Aslesha,Priti,Dhanus,Simha,U.shada,Siddha,Sowmya,29674,34820,39965,45110,50256,55401
13,43844,Tue,24541,65724,78995,Pausha,Krishna,Chaturthi,Magha,Saubhagya,Dhanus,Simha,U.shada,Siddha,Kaldanda,55428,60576,34837,39985,45133,50281
14,43845,Wed,24553,65756,82409,Pausha,Krishna,Panchami,U.Phalguni,Shobhana,Makara,Kanya,U.shada,Amrita,Vardaman,45155,50305,29703,34854,40004,45155
15,43846,Thu,24563,65788,85738,Pausha,Krishna,Shashthi,Hasta,Atiganda,Makara,Kanya,U.shada,Siddha,Rakshasa,50329,55482,24563,29717,34870,40023
16,43847,Fri,24573,65820,0,Pausha,Krishna,Saptami,Chitra,Sukarman,Makara,Tula,U.shada,Siddha,Musala,40041,45197,55508,60664,29729,34885
17,43848,Sat,24581,65852,2628,Pausha,Krishna,Navami,Svaati,Dhriti,Makara,Tula,U.shada,Amrita,Siddha,34899,40058,50375,55534,24581,29740
18,43849,Sun,24589,65883,5928,Pausha,Krishna,Dashami,Vishaakha,Shuula,Makara,Vrishchika,U.shada,Marana,Utpatha,60721,65883,45236,50397,55559,60721
19,43850,Mon,24595,65913,9265,Pausha,Krishna,Ekadashi,Anuraadha,Ganda,Makara,Vrishchika,U.shada,Siddha,Manasa,29760,34925,40089,45254,50419,55584
20,43851,Tue,24600,65944,12640,Pausha,Krishna,Dvadashi,Jyeshtha,Dhruva,Makara,Dhanus,U.shada,Siddha,Mudgara,55608,60776,34936,40104,45272,50440
21,43852,Wed,24605,65973,16019,Pausha,Krishna,Trayodashi,Mula,Vyaghata,Makara,Dhanus,U.shada,Marana,Dhawaja,45289,50460,29776,34947,40118,45289
22,43853,Thu,24608,66003,19338,Pausha,Krishna,Chaturdashi,P.shadha,Harshana,Makara,Dhanus,U.shada,Siddha,Dhaatru,50480,55654,24608,29782,34957,40131
23,43854,Fri,24610,66032,22522,Pausha,Krishna,Amavasya,U.shada,Vajra,Makara,Makara,U.shada,Siddha,Ananda,40143,45321,55676,60854,29788,34965
24,43855,Sat,24611,66060,25515,Magha,Shukla,Prathama,Shravana,Siddhi,Makara,Makara,Shravana,Siddha,Sthira,34973,40154,50517,55698,24611,29792
25,43856,Sun,24611,66088,28290,Magha,Shukla,Dvitiiya,Dhanishta,Vyatipata,Makara,Kumbha,Shravana,Marana,Mathanga,60904,66088,45350,50534,55719,60904
26,43857,Mon,24610,66116,30857,Magha,Shukla,Tritiiya,Shatabhisha,Variyan,Makara,Kumbha,Shravana,Siddha,Amrutha,29798,34986,40174,45363,50551,55739
27,43858,Tue,24607,66143,33249,Magha,Shukla,Tritiiya,Shatabhisha,Parigha,Makara,Kumbha,Shravana,Marana,Mrutyu,55759,60951,34991,40183,45375,50567
28,43859,Wed,24604,66169,35515,Magha,Shukla,Chaturthi,P.Bhadrapada,Shiva,Makara,Mina,Shravana,Amrita,Padma,45386,50582,29799,34995,40191,45386
29,43860,Thu,24599,66195,37708,Magha,Shukla,Panchami,U.Bhadrapada,Siddha,Makara,Mina,Shravana,Siddha,Chatra,50597,55796,24599,29799,34998,40198
30,43861,Fri,24594,66220,39889,Magha,Shukla,Shashthi,Revati,Sadhya,Makara,Mesha,Shravana,Amrita,Sreevatsa,40204,45407,55814,61017,29797,35000
31,43862,Sat,24587,66245,42118,Magha,Shukla,Saptami,Ashvini,Shubha,Makara,Mesha,Shravana,Siddha,Sowmya,35002,40209,50623,55830,24587,29794
32,43863,Sun,24579,66269,44459,Magha,Shukla,Ashtami,Bharani,Shukla,Makara,Mesha,Shravana,Marana,Kaldanda,61058,66269,45424,50635,55846,61058
33,43864,Mon,24571,66292,46979,Magha,Shukla,Navami,Krittika,Brahma,Makara,Vrishabha,Shravana,Marana,Sthira,29786,35001,40216,45431,50647,55862
34,43865,Tue,24561,66315,49738,Magha,Shukla,Dashami,Rohini,Aindra,Makara,Vrishabha,Shravana,Amrita,Mathanga,55877,61096,34999,40219,45438,50657
35,43866,Wed,24550,66337,52783,Magha,Shukla,Ekadashi,Mrigashirsha,Vaidhriti,Makara,Mithuna,Shravana,Siddha,Amrutha,45444,50667,29773,34997,40220,45444
36,43867,Thu,24538,66359,56122,Magha,Shukla,Dvadashi,Aardra,Vishkambha,Makara,Mithuna,Shravana,Marana,Kala,50676,55904,24538,29765,34993,40221
37,43868,Fri,24525,66380,59712,Magha,Shukla,Trayodashi,Punarvasu,Priti,Makara,Karka,Dhanishta,Siddha,Lamba,40220,45452,55916,61148,29757,34989
38,43869,Sat,24511,66400,63452,Magha,Shukla,Chaturdashi,Pushya,Aayushman,Makara,Karka,Dhanishta,Siddha,Mitra,34983,40219,50692,55928,24511,29747
39,43870,Sun,24496,66420,67224,Magha,Shukla,Purnima,Aslesha,Saubhagya,Makara,Simha,Dhanishta,Siddha,Vajra,61180,66420,45458,50698,55939,61180
40,43871,Mon,24480,66439,70931,Magha,Krishna,Prathama,Magha,Shobhana,Makara,Simha,Dhanishta,Marana,Dwanksha,29725,34970,40215,45460,50704,55949
41,43872,Tue,24463,66458,74529,Magha,Krishna,Tritiiya,P.Phalguni,Atiganda,Makara,Kanya,Dhanishta,Siddha,Dhumra,55959,61208,34962,40211,45460,50710
42,43873,Wed,24445,66476,78021,Magha,Krishna,Chaturthi,U.Phalguni,Dhriti,Makara,Kanya,Dhanishta,Amrita,Vardaman,45460,50714,29699,34953,40207,45460
43,43874,Thu,24426,66493,81440,Magha,Krishna,Panchami,Hasta,Shuula,Kumbha,Tula,Dhanishta,Siddha,Rakshasa,50718,55976,24426,29685,34943,40201
44,43875,Fri,24407,66510,84824,Magha,Krishna,Shashthi,Chitra,Ganda,Kumbha,Tula,Dhanishta,Siddha,Musala,40196,45458,55984,61247,29670,34933
45,43876,Sat,24386,66526,0,Magha,Krishna,Saptami,Vishaakha,Vriddhi,Kumbha,Vrishchika,Dhanishta,Siddha,Subha,34921,40189,50724,55991,24386,29654
46,43877,Sun,24365,66542,1805,Magha,Krishna,Ashtami,Anuraadha,Dhruva,Kumbha,Vrishchika,Dhanishta,Marana,Mrutyu,61270,66542,45453,50726,55998,61270
47,43878,Mon,24343,66557,5192,Magha,Krishna,Navami,Jyeshtha,Vyaghata,Kumbha,Vrishchika,Dhanishta,Siddha,Padma,29620,34896,40173,45450,50727,56003
48,43879,Tue,24320,66572,8563,Magha,Krishna,Dashami,Mula,Harshana,Kumbha,Dhanus,Dhanishta,Amrita,Chatra,56009,61290,34883,40164,45446,50727
49,43880,Wed,24296,66586,11872,Magha,Krishna,Ekadashi,P.shadha,Vajra,Kumbha,Dhanus,Dhanishta,Amrita,Sreevatsa,45441,50727,29582,34868,40155,45441
50,43881,Thu,24271,66599,15058,Magha,Krishna,Dvadashi,P.shadha,Siddhi,Kumbha,Makara,Shatabhisha,Siddha,Dhaatru,50726,56017,24271,29562,34853,40144
51,43882,Fri,24246,66612,18071,Magha,Krishna,Trayodashi,U.shada,Vyatipata,Kumbha,Makara,Shatabhisha,Siddha,Kaldanda,40133,45429,56021,61316,29542,34837
52,43883,Sat,24220,66624,20882,Magha,Krishna,Chaturdashi,Shravana,Variyan,Kumbha,Makara,Shatabhisha,Siddha,Sthira,34821,40122,50723,56023,24220,29520
53,43884,Sun,24193,66636,23494,Magha,Krishna,Amavasya,Dhanishta,Parigha,Kumbha,Kumbha,Shatabhisha,Marana,Mathanga,61331,66636,45415,50720,56025,61331
54,43885,Mon,24165,66648,25929,Phalguna,Shukla,Prathama,Shatabhisha,Shiva,Kumbha,Kumbha,Shatabhisha,Siddha,Amrutha,29476,34786,40096,45407,50717,56027
55,43886,Tue,24137,66659,28228,Phalguna,Shukla,Dvitiiya,P.Bhadrapada,Siddha,Kumbha,Mina,Shatabhisha,Marana,Kala,56028,61343,34767,40083,45398,50713
56,43887,Wed,24108,66669,30439,Phalguna,Shukla,Tritiiya,U.Bhadrapada,Sadhya,Kumbha,Mina,Shatabhisha,Siddha,Lamba,45388,50709,29428,34748,40068,45388
57,43888,Thu,24078,66679,32614,Phalguna,Shukla,Chaturthi,Revati,Shubha,Kumbha,Mina,Shatabhisha,Siddha,Mitra,50704,56029,24078,29403,34729,40054
58,43889,Fri,24048,66688,34807,Phalguna,Shukla,Chaturthi,Ashvini,Shukla,Kumbha,Mesha,Shatabhisha,Amrita,Vajra,40038,45368,56028,61358,29378,34708
59,43890,Sat,24017,66697,37076,Phalguna,Shukla,Panchami,Bharani,Brahma,Kumbha,Mesha,Shatabhisha,Siddha,Dwanksha,34687,40022,50692,56027,24017,29352
60,43891,Sun,23986,66705,39479,Phalguna,Shukla,Shashthi,Bharani,Aindra,Kumbha,Vrishabha,Shatabhisha,Marana,Kaldanda,61366,66705,45346,50686,56026,61366
61,43892,Mon,23954,66713,42074,Phalguna,Shukla,Saptami,Krittika,Vaidhriti,Kumbha,Vrishabha,Shatabhisha,Marana,Sthira,29299,34644,39989,45334,50679,56024
62,43893,Tue,23921,66721,44913,Phalguna,Shukla,Ashtami,Rohini,Vishkambha,Kumbha,Mithuna,Shatabhisha,Amrita,Mathanga,56021,61371,34621,39971,45321,50671
63,43894,Wed,23888,66728,48025,Phalguna,Shukla,Navami,Mrigashirsha,Priti,Kumbha,Mithuna,Shatabhisha,Siddha,Amrutha,45308,50663,29243,34598,39953,45308
64,43895,Thu,23854,66735,51403,Phalguna,Shukla,Dashami,Aardra,Aayushman,Kumbha,Mithuna,P.Bhadrapada,Marana,Kala,50655,56015,23854,29214,34574,39934
65,43896,Fri,23820,66741,54994,Phalguna,Shukla,Ekadashi,Punarvasu,Saubhagya,Kumbha,Karka,P.Bhadrapada,Siddha,Lamba,39915,45281,56011,61376,29185,34550
66,43897,Sat,23785,66747,58708,Phalguna,Shukla,Dvadashi,Pushya,Atiganda,Kumbha,Karka,P.Bhadrapada,Siddha,Mitra,34526,39896,50636,56007,23785,29155
67,43898,Sun,23750,66753,62448,Phalguna,Shukla,Chaturdashi,Aslesha,Sukarman,Kumbha,Simha,P.Bhadrapada,Siddha,Vajra,61378,66753,45251,50627,56002,61378
68,43899,Mon,23715,66758,66146,Phalguna,Shukla,Purnima,P.Phalguni,Dhriti,Kumbha,Simha,P.Bhadrapada,Siddha,Dhawaja,29095,34475,39856,45236,50617,55997
69,43900,Tue,23679,66763,69776,Phalguna,Krishna,Prathama,U.Phalguni,Shuula,Kumbha,Kanya,P.Bhadrapada,Amrita,Dhaatru,55992,61378,34450,39835,45221,50606
70,43901,Wed,23642,66768,73347,Phalguna,Krishna,Dvitiiya,Hasta,Ganda,Kumbha,Kanya,P.Bhadrapada,Marana,Ananda,45205,50596,29033,34424,39814,45205
71,43902,Thu,23606,66772,76884,Phalguna,Krishna,Tritiiya,Chitra,Dhruva,Kumbha,Tula,P.Bhadrapada,Siddha,Chara,50585,55981,23606,29002,34397,39793
72,43903,Fri,23569,66777,80409,Phalguna,Krishna,Chaturthi,Svaati,Vyaghata,Kumbha,Tula,P.Bhadrapada,Siddha,Gadha,39772,45173,55975,61376,28970,34371
73,43904,Sat,23532,66780,83926,Phalguna,Krishna,Shashthi,Vishaakha,Harshana,Mina,Vrishchika,P.Bhadrapada,Siddha,Subha,34344,39750,50562,55968,23532,28938
74,43905,Sun,23494,66784,0,Phalguna,Krishna,Saptami,Anuraadha,Vajra,Mina,Vrishchika,P.Bhadrapada,Marana,Mrutyu,61373,66784,45139,50551,55962,61373
75,43906,Mon,23457,66788,1011,Phalguna,Krishna,Ashtami,Jyeshtha,Siddhi,Mina,Dhanus,P.Bhadrapada,Siddha,Padma,28873,34290,39706,45122,50539,55955
76,43907,Tue,23419,66791,4414,Phalguna,Krishna,Navami,Mula,Vyatipata,Mina,Dhanus,P.Bhadrapada,Amrita,Chatra,55948,61370,34262,39684,45105,50527
77,43908,Wed,23381,66795,7676,Phalguna,Krishna,Dashami,P.shadha,Variyan,Mina,Makara,U.Bhadrapada,Amrita,Sreevatsa,45088,50514,28808,34234,39661,45088
78,43909,Thu,23343,66798,10749,Phalguna,Krishna,Ekadashi,U.shada,Parigha,Mina,Makara,U.Bhadrapada,Siddha,Sowmya,50502,55934,23343,28775,34206,39638
79,43910,Fri,23304,66801,13607,Phalguna,Krishna,Dvadashi,Shravana,Shiva,Mina,Makara,U.Bhadrapada,Marana,Dhumra,39616,45053,55927,61364,28741,34179
80,43911,Sat,23266,66804,16254,Phalguna,Krishna,Dvadashi,Dhanishta,Siddha,Mina,Kumbha,U.Bhadrapada,Siddha,Vardaman,34150,39593,50477,55919,23266,28708
81,43912,Sun,23228,66806,18716,Phalguna,Krishna,Trayodashi,Shatabhisha,Sadhya,Mina,Kumbha,U.Bhadrapada,Siddha,Rakshasa,61359,66806,45017,50464,55912,61359
82,43913,Mon,23189,66809,21035,Phalguna,Krishna,Chaturdashi,P.Bhadrapada,Shubha,Mina,Mina,U.Bhadrapada,Marana,Musala,28642,34094,39547,44999,50452,55904
83,43914,Tue,23150,66812,23256,Phalguna,Krishna,Amavasya,U.Bhadrapada,Shukla,Mina,Mina,U.Bhadrapada,Amrita,Siddha,55896,61354,34066,39523,44981,50439
84,43915,Wed,23112,66814,25431,Chaitra,Shukla,Prathama,Revati,Brahma,Mina,Mina,U.Bhadrapada,Marana,Utpatha,44963,50426,28575,34037,39500,44963
85,43916,Thu,23073,66817,27610,Chaitra,Shukla,Dvitiiya,Revati,Aindra,Mina,Mesha,U.Bhadrapada,Siddha,Mitra,50413,55881,23073,28541,34009,39477
86,43917,Fri,23034,66819,29845,Chaitra,Shukla,Tritiiya,Ashvini,Vaidhriti,Mina,Mesha,U.Bhadrapada,Amrita,Vajra,39454,44927,55873,61346,28508,33981
87,43918,Sat,22996,66822,32190,Chaitra,Shukla,Chaturthi,Bharani,Vishkambha,Mina,Vrishabha,U.Bhadrapada,Siddha,Dwanksha,33952,39431,50387,55865,22996,28474
88,43919,Sun,22957,66824,34695,Chaitra,Shukla,Panchami,Krittika,Priti,Mina,Vrishabha,U.Bhadrapada,Siddha,Dhumra,61341,66824,44891,50374,55858,61341
89,43920,Mon,22919,66827,37406,Chaitra,Shukla,Shashthi,Rohini,Aayushman,Mina,Vrishabha,U.Bhadrapada,Amrita,Vardaman,28407,33896,39384,44873,50361,55850
90,43921,Tue,22880,66830,40353,Chaitra,Shukla,Saptami,Mrigashirsha,Saubhagya,Mina,Mithuna,U.Bhadrapada,Siddha,Rakshasa,55842,61336,33868,39361,44855,50349
91,43922,Wed,22842,66832,43540,Chaitra,Shukla,Ashtami,Aardra,Shobhana,Mina,Mithuna,Revati,Siddha,Musala,44837,50336,28341,33840,39338,44837
92,43923,Thu,22804,66835,46936,Chaitra,Shukla,Navami,Punarvasu,Atiganda,Mina,Karka,Revati,Amrita,Siddha,50323,55827,22804,28308,33812,39316
93,43924,Fri,22766,66838,50479,Chaitra,Shukla,Dashami,Pushya,Sukarman,Mina,Karka,Revati,Marana,Utpatha,39293,44802,55820,61329,28275,33784
94,43925,Sat,22728,66840,54094,Chaitra,Shukla,Ekadashi,Aslesha,Dhriti,Mina,Simha,Revati,Marana,Manasa,33756,39270,50298,55812,22728,28242
95,43926,Sun,22691,66843,57720,Chaitra,Shukla,Dvadashi,Magha,Shuula,Mina,Simha,Revati,Marana,Mudgara,61324,66843,44767,50286,55805,61324
96,43927,Mon,22654,66846,61328,Chaitra,Shukla,Trayodashi,P.Phalguni,Vriddhi,Mina,Kanya,Revati,Siddha,Dhawaja,28178,33702,39226,44750,50274,55798
97,43928,Tue,22617,66850,64918,Chaitra,Shukla,Chaturdashi,U.Phalguni,Dhruva,Mina,Kanya,Revati,Amrita,Dhaatru,55791,61320,33675,39204,44733,50262
98,43929,Wed,22580,66853,68512,Chaitra,Shukla,Purnima,Chitra,Vyaghata,Mina,Tula,Revati,Siddha,Kaldanda,44716,50250,28114,33648,39182,44716
99,43930,Thu,22543,66856,72131,Chaitra,Krishna,Dvitiiya,Svaati,Harshana,Mina,Tula,Revati,Amrita,Sthira,50239,55778,22543,28082,33622,39161
100,43931,Fri,22507,66860,75778,Chaitra,Krishna,Tritiiya,Vishaakha,Siddhi,Mina,Vrishchika,Revati,Siddha,Mathanga,39140,44684,55772,61316,28051,33595
101,43932,Sat,22471,66864,79425,Chaitra,Krishna,Chaturthi,Anuraadha,Vyatipata,Mina,Vrishchika,Revati,Siddha,Amrutha,33570,39119,50217,55766,22471,28020
102,43933,Sun,22436,66868,83009,Chaitra,Krishna,Panchami,Jyeshtha,Variyan,Mina,Dhanus,Revati,Marana,Kala,61314,66868,44652,50206,55760,61314
103,43934,Mon,22401,66873,0,Chaitra,Krishna,Shashthi,Mula,Parigha,Mesha,Dhanus,Revati,Siddha,Lamba,27960,33519,39078,44637,50196,55755
104,43935,Tue,22367,66877,52,Chaitra,Krishna,Saptami,P.shadha,Shiva,Mesha,Dhanus,Ashvini,Siddha,Mitra,55750,61314,33494,39058,44622,50186
105,43936,Wed,22332,66882,3283,Chaitra,Krishna,Ashtami,U.shada,Siddha,Mesha,Makara,Ashvini,Amrita,Vajra,44607,50176,27901,33470,39039,44607
106,43937,Thu,22299,66888,6266,Chaitra,Krishna,Navami,Shravana,Sadhya,Mesha,Makara,Ashvini,Siddha,Dhawaja,50167,55740,22299,27872,33446,39020
107,43938,Fri,22266,66893,9003,Chaitra,Krishna,Dashami,Dhanishta,Shubha,Mesha,Kumbha,Ashvini,Siddha,Dhaatru,39001,44579,55736,61315,27844,33423
108,43939,Sat,22233,66899,11523,Chaitra,Krishna,Ekadashi,Shatabhisha,Shukla,Mesha,Kumbha,Ashvini,Amrita,Ananda,33400,38983,50149,55733,22233,27816
109,43940,Sun,22201,66905,13874,Chaitra,Krishna,Dvadashi,P.Bhadrapada,Brahma,Mesha,Kumbha,Ashvini,Siddha,Chara,61317,66905,44553,50141,55729,61317
110,43941,Mon,22169,66912,16109,Chaitra,Krishna,Trayodashi,P.Bhadrapada,Aindra,Mesha,Mina,Ashvini,Marana,Musala,27762,33355,38948,44541,50133,55726
111,43942,Tue,22138,66918,18282,Chaitra,Krishna,Chaturdashi,U.Bhadrapada,Vaidhriti,Mesha,Mina,Ashvini,Amrita,Siddha,55723,61321,33333,38931,44528,50126
112,43943,Wed,22108,66926,20448,Chaitra,Krishna,Amavasya,Revati,Vishkambha,Mesha,Mesha,Ashvini,Marana,Utpatha,44517,50119,27710,33312,38915,44517
113,43944,Thu,22078,66933,22661,Chaitra,Krishna,Amavasya,Ashvini,Priti,Mesha,Mesha,Ashvini,Amrita,Manasa,50112,55719,22078,27685,33292,38899
114,43945,Fri,22049,66941,24972,Vaishakha,Shukla,Prathama,Bharani,Aayushman,Mesha,Mesha,Ashvini,Siddha,Mudgara,38883,44495,55718,61329,27660,33272
115,43946,Sat,22020,66949,27432,Vaishakha,Shukla,Dvitiiya,Krittika,Saubhagya,Mesha,Vrishabha,Ashvini,Amrita,Dhawaja,33252,38869,50101,55717,22020,27636
116,43947,Sun,21992,66957,30083,Vaishakha,Shukla,Tritiiya,Rohini,Shobhana,Mesha,Vrishabha,Ashvini,Siddha,Dhaatru,61337,66957,44475,50095,55716,61337
117,43948,Mon,21965,66966,32952,Vaishakha,Shukla,Chaturthi,Mrigashirsha,Atiganda,Mesha,Mithuna,Ashvini,Amrita,Ananda,27590,33215,38840,44465,50091,55716
118,43949,Tue,21938,66975,36043,Vaishakha,Shukla,Panchami,Aardra,Sukarman,Mesha,Mithuna,Bharani,Marana,Chara,55716,61345,33197,38827,44457,50086
119,43950,Wed,21912,66984,39325,Vaishakha,Shukla,Shashthi,Punarvasu,Dhriti,Mesha,Karka,Bharani,Siddha,Gadha,44448,50082,27546,33180,38814,44448
120,43951,Thu,21887,66994,42742,Vaishakha,Shukla,Saptami,Pushya,Shuula,Mesha,Karka,Bharani,Amrita,Subha,50079,55717,21887,27525,33164,38802
121,43952,Fri,21862,67004,46225,Vaishakha,Shukla,Ashtami,Aslesha,Ganda,Mesha,Karka,Bharani,Marana,Mrutyu,38791,44433,55719,61362,27505,33148
122,43953,Sat,21838,67015,49720,Vaishakha,Shukla,Navami,Magha,Vriddhi,Mesha,Simha,Bharani,Amrita,Padma,33132,38779,50074,55721,21838,27485
